IdVenta,IdCliente,IdProducto,Cantidad,PrecioUnitario,FechaVenta,Sucursal
269,5,155,2,15672.73,31/31/2025,Monterrey
45,607,145,-15,9708.93,2025-11-28,CDMX Norte
97,54772,116,16,23658.62,2023-03-10,Toluca Centro
2913,349,376,5,7412.66,2024-06-27,Toluca Centro
990,525,82,20,10333.88,2023-10-11,
1064,576,80218,8,1444.58,2025-07-10,CDMX Norte
2634,177,347,2,15555.24,2025-07-20,Guadalajara
4258,603,348,12,8638.8,2024-10-29,CDMX Norte
951,150,276,-18,6883.91,2024-01-17,Monterrey
2710,827,83,2,9179.26,2024-09-18,CDMX Norte
170,898,83190,19,18767.92,2026-03-12,Guadalajara
1904,876,17,15,12536.58,2024-09-27,Puebla
1206,53,376,2,5712.6,2024-05-11,Toluca Centro
2366,760,335,18,5754.08,2023-01-26,Online
112,704,390,19,-3850.86,2025-11-09,Toluca Centro
2433,790,254,20,2185.13,2025-08-15,Toluca Centro
583,58781,213,5,3288.1,2026-02-22,Monterrey
680,568,87701,6,16188.44,2025-01-30,Metepec
42,517,420,7,20370.01,2025-12-29,
2065,441,94,1,3936.46,2023-08-14,CDMX Norte
3386,518,347,20,6537.85,2025-12-04,Monterrey
1450,113,373,16,22828.05,2023-02-22,Guadalajara
589,54644,405,18,18843.16,2023-10-22,Metepec
1253,615,330,6,22520.1,2025-07-01,Toluca Centro
884,655,89157,11,18293.78,2025-06-13,Monterrey
3263,669,64,12,19180.47,2025-01-28,Monterrey
969,304,212,-15,4956.87,2023-06-17,Toluca Centro
4402,638,97,2,16793.06,2025-06-11,Toluca Centro
1622,93,93,15,13771.43,2025-02-19,CDMX Norte
365,538,133,1,17370.81,2025-02-30,Guadalajara
549,709,90,-1,11032.3,2024-04-10,Online
665,347,61,7,3140.39,NO_FECHA,Puebla
4382,320,312,8,8847.03,2024-10-06,Monterrey
449,294,127,14,5302.89,31/31/2025,CDMX Norte
4186,443,374,1,3274.36,2025-05-29,Metepec
1850,595,321,2,3426.83,2023-02-18,Metepec
2373,606,310,5,6267.58,2024-04-20,Online
4000,204,136,17,19083.48,2024-09-18,Metepec
1217,115,100,16,15949.65,2024-04-10,Guadalajara
4277,169,284,7,24129.64,2025-03-26,Metepec
3023,669,103,12,16184.66,2024-06-16,Monterrey
778,8,311,19,-4619.34,2026-01-05,Metepec
3699,573,153,11,17379.48,2023-01-11,Guadalajara
655,53846,205,15,6979.86,2025-05-04,Monterrey
2773,588,145,4,14954.48,2025-06-23,Toluca Centro
1213,160,234,19,17353.96,2024-12-26,Guadalajara
4817,679,268,19,16760.38,2025-09-09,Toluca Centro
1375,60,1,3,20986.19,2025-06-07,Puebla
3014,790,412,11,22731.77,2024-04-24,Metepec
859,58192,67,5,6819.65,2023-02-22,Guadalajara
697,55007,225,2,8085.21,2024-01-02,Toluca Centro
560,510,80150,11,19788.4,2023-02-17,CDMX Norte
3221,164,13,6,23940.19,2024-11-16,CDMX Norte
243,304,120,-8,12246.59,2025-06-29,Toluca Centro
1774,397,213,9,23614.0,2023-02-24,CDMX Norte
1224,259,278,15,1288.57,2026-02-25,Puebla
552,391,283,10,8073.05,2023-12-20,
3313,185,47,1,15642.37,2023-12-12,Puebla
2496,458,198,20,20768.65,2025-11-26,Monterrey
1334,724,407,3,21444.45,2025-02-06,Puebla
4617,155,275,11,10654.55,2025-12-20,Metepec
476,763,88190,20,14815.46,2025-09-15,Toluca Centro
557,702,398,1,21000.31,31/31/2025,Guadalajara
2242,574,397,16,18059.76,2024-01-20,Toluca Centro
885,642,105,-8,23959.17,2024-07-27,Toluca Centro
3407,665,350,2,3940.28,2025-10-26,Metepec
64,317,251,19,-4882.53,2026-01-19,Toluca Centro
2210,342,106,19,6917.83,2024-04-25,CDMX Norte
692,193,82641,7,14579.33,2023-07-06,Monterrey
1978,691,139,5,13367.75,2024-09-21,Toluca Centro
4705,143,240,18,1071.71,2025-10-25,Guadalajara
506,368,83751,8,6805.22,2025-06-05,CDMX Norte
398,628,88455,2,6337.11,2023-08-07,Online
1312,822,327,4,21867.38,2025-04-01,Guadalajara
2608,622,29,12,9679.12,2025-03-07,CDMX Norte
4747,776,170,17,2189.93,2026-03-11,Toluca Centro
2469,615,71,11,8844.2,2024-03-18,Online
4121,829,229,3,6059.45,2025-12-05,Monterrey
4744,778,341,12,15159.79,2023-09-13,Guadalajara
376,471,293,17,-954.68,2023-03-02,Puebla
4702,154,442,6,16959.15,2025-04-08,Online
3957,687,397,18,19789.28,2024-06-25,Online
4623,445,438,5,2488.11,2025-03-30,Puebla
2165,22,108,11,9003.36,2026-04-07,Guadalajara
2758,747,439,6,18606.46,2025-05-19,Online
1998,545,357,12,1964.6,2025-06-21,Monterrey
4523,456,286,19,6040.64,2024-05-24,Online
1128,821,287,20,24390.85,2024-05-30,Puebla
3645,156,391,1,9298.8,2024-12-29,CDMX Norte
881,770,319,20,8536.68,2025-02-30,Toluca Centro
3533,688,367,8,17528.11,2026-04-17,CDMX Norte
3340,358,135,3,22764.79,2023-05-15,Monterrey
1669,595,436,2,5976.74,2023-10-10,Monterrey
793,58890,52,8,15587.88,2024-06-21,Toluca Centro
2649,546,68,14,2234.99,2023-03-13,Puebla
2841,370,434,7,14354.2,2024-09-02,Online
2761,540,147,10,768.12,2023-10-28,Online
2385,478,442,18,24109.01,2024-01-12,Monterrey
1063,53119,273,19,4233.9,2024-12-04,Online
4774,833,328,17,174.74,2026-01-08,Metepec
2918,413,209,13,10956.53,2023-09-15,Toluca Centro
4694,670,190,5,10088.89,2023-12-11,Metepec
837,754,307,-1,11559.02,2023-10-12,Metepec
3574,633,237,12,21126.89,2024-07-15,CDMX Norte
1309,695,256,7,21477.92,2023-06-11,Toluca Centro
2575,657,76,12,15369.7,2025-11-22,CDMX Norte
3215,93,374,8,18210.48,2024-10-01,Online
4287,214,281,3,22958.77,2023-06-06,Online
2589,126,77,10,19484.68,2023-04-20,Toluca Centro
4695,371,55,9,20258.48,2025-04-03,Puebla
2736,638,285,13,13363.44,2023-05-02,Guadalajara
367,50814,211,4,5020.52,2023-01-27,Guadalajara
706,298,431,17,-2196.5,2024-01-14,Puebla
962,192,83544,18,22901.27,2026-02-05,Metepec
1302,889,346,9,24401.11,2025-02-09,Puebla
2657,496,97,1,13168.23,2023-03-19,Metepec
4790,572,267,15,17715.01,2023-03-12,Monterrey
3755,77,235,3,13455.1,2025-10-21,CDMX Norte
1372,179,106,14,5388.39,2024-04-06,Puebla
2844,96,85,7,4522.07,2025-03-25,Toluca Centro
2741,40,267,1,5432.06,2024-05-21,Puebla
809,801,186,9,15363.94,31/31/2025,Metepec
1660,649,343,13,7426.18,2023-08-18,Metepec
1946,340,274,13,12973.69,2023-09-04,CDMX Norte
703,56264,141,2,15865.02,2023-09-12,Toluca Centro
412,786,366,18,-4304.13,2025-10-08,Metepec
1159,534,75,13,24569.48,2023-11-24,CDMX Norte
3101,616,197,12,12159.74,2024-10-31,Puebla
1421,73,349,2,19630.83,2023-01-24,Guadalajara
2061,282,270,6,5922.75,2024-05-21,Guadalajara
3479,101,224,11,19929.63,2025-12-19,Puebla
2393,347,82,4,2244.17,2026-03-31,Puebla
2280,251,221,6,6290.71,2023-03-31,Online
3053,545,181,18,13169.43,2023-11-22,Toluca Centro
4733,177,417,16,24014.27,2025-12-25,Puebla
744,438,331,13,23918.19,2025-09-22,
307,54899,403,10,19125.75,2024-06-03,Online
1220,426,29,15,10627.5,2025-11-18,Puebla
3281,640,381,1,17187.62,2024-07-29,Monterrey
626,384,86997,9,17616.25,2024-05-29,Puebla
2229,853,411,8,12300.77,2025-10-11,Metepec
3283,842,247,1,24823.76,2023-09-09,Metepec
4577,251,174,2,20372.22,2026-04-29,Toluca Centro
485,424,14,2,11363.14,2026-13-01,Online
559,52439,141,2,8158.14,2023-07-10,Guadalajara
3181,124,401,17,7991.22,2024-09-08,Metepec
1042,349,37,15,-542.89,2025-10-24,CDMX Norte
3459,226,145,12,15690.16,2023-11-11,Monterrey
1886,674,236,6,1536.27,2023-03-10,Guadalajara
1070,235,84620,2,11383.24,2024-09-21,Online
3640,560,196,11,15826.4,2024-04-05,Puebla
2559,50,371,20,4960.37,2025-09-25,Guadalajara
389,39,417,19,977.17,2026-13-01,Toluca Centro
4470,427,52,17,13243.78,2023-02-15,Online
4484,898,281,12,4777.72,2025-02-24,Online
2483,180,24,4,11636.48,2026-01-21,CDMX Norte
212,879,86511,9,683.32,2025-10-31,Online
2633,133,232,3,21442.48,2023-02-14,Toluca Centro
1252,176,112,18,21249.67,2026-04-14,Metepec
2734,680,259,9,2071.69,2023-10-10,Guadalajara
3850,433,97,1,5706.54,2024-09-21,Toluca Centro
2457,359,147,16,9835.1,2025-11-23,Online
18,577,378,9,6937.97,2024-02-02,
1424,320,36,11,9220.66,2025-11-21,Guadalajara
4316,792,3,12,21745.92,2024-02-12,Toluca Centro
4151,321,151,20,21686.28,2026-04-21,Online
2238,787,422,6,13879.8,2023-11-10,Toluca Centro
2036,747,433,5,2994.85,2025-09-09,Online
4218,860,262,5,16935.09,2025-12-07,CDMX Norte
4335,552,168,4,9025.65,2024-12-23,Guadalajara
2198,769,374,17,9422.56,2024-11-23,CDMX Norte
3732,258,111,7,23067.99,2024-03-24,Puebla
465,289,328,-7,16909.21,2025-02-19,Metepec
4379,575,249,14,24587.79,2023-11-11,CDMX Norte
4748,100,17,5,3113.03,2025-06-19,Online
452,44,82900,17,16106.47,2023-08-06,Metepec
4517,375,41,3,22875.46,2026-01-01,Metepec
2284,520,434,7,22605.92,2025-04-13,Monterrey
2705,890,391,10,2684.6,2023-08-16,Monterrey
4778,818,139,17,19891.34,2025-06-02,CDMX Norte
322,759,240,12,-3173.26,2024-05-26,Puebla
2338,82,244,8,19402.29,2024-05-13,Metepec
2914,258,136,14,23744.49,2023-05-15,CDMX Norte
1416,735,254,15,6870.83,2024-08-17,Online
2867,891,1,5,17214.7,2023-02-28,Monterrey
2467,53,154,9,1906.24,2025-02-01,Online
2038,870,34,17,1060.65,2024-07-23,Online
121,51860,59,12,1203.2,2024-02-11,Toluca Centro
3749,280,243,18,1827.31,2023-04-19,Metepec
4377,317,131,5,18633.02,2024-01-03,Metepec
4035,671,85,7,7613.81,2025-02-08,Guadalajara
1199,302,410,9,12694.25,2025-01-11,Guadalajara
3655,582,259,14,22892.22,2023-12-27,Metepec
4651,13,239,12,526.8,2025-01-25,Guadalajara
93,57,306,-12,13694.43,2026-03-01,Guadalajara
2053,324,332,5,2047.14,2025-01-14,Puebla
4770,876,410,18,17377.42,2026-06-05,Guadalajara
1645,745,288,4,7242.27,2024-07-15,Guadalajara
2449,282,332,1,22997.14,2024-06-02,Puebla
1678,870,247,19,12318.1,2024-02-06,Guadalajara
4276,517,69,5,20826.18,2023-02-13,Online
4386,516,392,9,21370.83,2024-08-16,Monterrey
708,660,88,20,8998.58,2024-07-30,
3996,361,399,18,7026.74,2023-06-04,Toluca Centro
1670,129,76,3,11137.95,2023-01-31,Toluca Centro
2562,123,170,18,12667.94,2024-08-01,Toluca Centro
1317,768,413,20,4726.5,2024-11-26,Guadalajara
359,748,291,5,4355.11,NO_FECHA,Metepec
1318,17,66,4,11573.81,2024-11-02,Monterrey
566,566,81600,7,12634.69,2024-03-18,CDMX Norte
3435,881,205,10,10086.76,2024-07-16,Online
3143,281,414,14,4749.85,2023-12-28,Toluca Centro
1430,378,272,9,24627.79,2023-05-20,Toluca Centro
2431,100,87,3,6092.24,2024-05-29,Puebla
3266,343,251,10,13083.73,2025-09-26,Online
1278,858,200,13,9201.09,2024-01-14,Monterrey
3725,673,324,8,1849.55,2024-08-03,Metepec
2235,115,393,10,8068.79,2024-09-25,Metepec
2750,863,377,3,23157.96,2024-07-17,CDMX Norte
1198,785,427,3,12627.39,2023-09-18,CDMX Norte
657,752,392,-13,8792.77,2025-07-05,CDMX Norte
4769,727,404,6,23917.34,2023-10-02,Guadalajara
652,631,287,14,-65.8,2025-11-30,Monterrey
2949,706,355,15,19510.53,2025-05-09,Monterrey
2938,693,19,19,8015.02,2023-07-31,Monterrey
1080,304,352,8,8885.1,2025-05-07,Monterrey
3660,859,181,15,12356.72,2024-10-15,Puebla
1391,295,429,14,6427.31,2025-11-06,CDMX Norte
3314,856,118,5,7454.69,2026-04-27,CDMX Norte
2781,210,247,7,13546.28,2025-11-15,Online
4172,811,129,2,1885.04,2026-02-18,Online
1755,82,205,5,9383.72,2023-03-12,Puebla
36,473,363,2,4163.28,2023-05-19,
2713,274,393,20,21839.0,2025-05-10,Metepec
3224,245,79,13,7459.01,2023-07-13,Puebla
675,63,96,-19,1849.29,2026-01-06,CDMX Norte
4546,480,222,13,2691.03,2023-11-25,Toluca Centro
532,649,14,1,-4440.57,2026-05-18,Puebla
1937,605,306,19,8746.35,2023-07-25,Monterrey
3560,693,282,11,5279.9,2026-02-09,Guadalajara
4188,770,226,15,9011.33,2024-03-29,Puebla
4607,336,247,3,18492.05,2024-05-29,Metepec
1661,815,68,18,2293.89,2024-05-13,Puebla
4014,72,98,6,22182.66,2024-12-31,Online
1314,193,157,18,506.55,2023-10-18,CDMX Norte
1098,728,136,7,12150.42,2023-02-07,Puebla
4626,757,297,20,20825.49,2025-03-03,Toluca Centro
196,748,36,12,-2929.78,2024-08-07,Metepec
682,865,373,12,-1816.81,2023-03-02,Monterrey
1306,16,271,20,24534.69,2023-11-20,Metepec
1468,21,445,17,1013.19,2024-12-16,Online
4740,713,49,19,8123.87,2025-08-13,Monterrey
4631,297,447,8,20885.51,2024-07-26,CDMX Norte
40,304,396,4,-847.49,2025-01-09,Monterrey
1818,648,75,4,1464.52,2025-04-15,Metepec
4479,545,421,1,12419.21,2023-04-11,Monterrey
4008,185,109,17,16866.52,2026-05-14,CDMX Norte
2142,23,238,5,10580.77,2023-07-17,Puebla
1356,693,362,20,15435.56,2026-03-09,Online
4208,45,145,16,2512.5,2024-07-04,Monterrey
1050,241,73,15,8796.39,2024-03-02,
1255,879,340,16,22137.49,2023-04-28,Online
4812,605,228,3,20802.52,2025-09-14,Toluca Centro
578,792,89958,5,11669.94,2023-04-05,Toluca Centro
511,51318,399,8,8976.07,2023-05-01,Toluca Centro
1966,517,135,20,14369.64,2024-04-28,Puebla
2502,220,427,14,4976.98,2024-09-14,Toluca Centro
2170,545,54,11,21993.84,2024-05-21,Puebla
343,51554,13,7,4272.79,2025-03-20,CDMX Norte
2963,706,408,7,2514.25,2024-10-01,Puebla
2516,219,284,3,24356.04,2025-03-30,Toluca Centro
3226,711,445,9,3824.46,2023-10-30,Puebla
1839,170,323,5,6321.14,2023-08-25,Metepec
4195,438,202,18,14633.85,2025-08-18,Online
2940,720,301,2,9529.75,2023-05-09,Toluca Centro
2792,804,125,13,3902.7,2023-04-12,Puebla
4256,245,378,8,522.48,2025-03-30,Guadalajara
382,51,100,13,-4677.7,2024-05-21,Online
4724,759,295,13,22886.39,2025-01-28,Online
1240,310,209,8,17404.88,2024-04-15,Puebla
1941,602,436,17,3421.7,2023-03-26,Puebla
4713,636,229,10,10917.35,2025-03-21,Toluca Centro
4284,619,73,4,16989.96,2024-01-09,Monterrey
874,689,258,16,-1856.91,2024-07-27,Online
4457,557,440,13,18614.79,2025-11-06,Puebla
1929,132,103,19,18638.73,2024-11-02,Online
2952,412,269,10,6000.37,2024-10-11,Online
2823,679,169,3,17810.96,2026-05-07,Toluca Centro
1431,864,439,3,17893.94,2024-02-21,Online
1085,21,34,1,22104.08,2024-06-05,Online
2027,424,418,8,10652.72,2026-04-23,Monterrey
3778,876,89,6,6074.62,2024-02-01,Toluca Centro
2800,345,329,15,24084.41,2024-10-08,Guadalajara
2400,390,15,4,22731.46,2024-11-11,Toluca Centro
154,721,41,9,-1004.19,2024-12-11,Online
4246,347,206,14,1501.39,2024-03-27,Online
2828,855,385,8,1888.61,2024-04-25,Puebla
4783,780,406,6,20297.55,2025-06-24,Puebla
2076,535,412,12,11019.39,2024-03-23,Monterrey
4096,795,229,12,23065.02,2024-03-26,Online
3935,124,175,17,109.21,2023-07-13,Metepec
1528,663,351,8,8586.74,2024-12-03,Guadalajara
1682,851,409,19,12291.76,2025-05-06,Metepec
3317,296,69,14,22846.1,2025-07-01,Toluca Centro
1463,845,189,19,19386.63,2023-05-03,Online
4331,474,388,5,19835.68,2023-07-26,Puebla
2508,887,323,15,12127.29,2024-10-08,Metepec
3679,337,28,5,11196.24,2024-01-09,Monterrey
2294,726,76,7,20899.82,2023-07-07,Metepec
2587,447,131,12,20125.35,2025-03-10,Puebla
1730,349,190,5,21443.35,2025-09-05,Guadalajara
3823,52,377,19,23749.96,2024-11-24,Online
1259,765,63,13,15106.28,2024-10-29,Online
439,52202,130,9,19886.49,2024-06-06,Guadalajara
3144,224,29,6,5339.06,2023-02-27,Metepec
3661,497,431,14,606.65,2023-09-09,Online
2446,680,443,6,1104.86,2025-12-09,Toluca Centro
3045,245,331,7,21929.32,2024-07-31,CDMX Norte
2147,856,355,12,21381.53,2023-04-30,Online
2403,414,178,3,13174.66,2024-02-14,Guadalajara
1952,123,279,4,19683.65,2023-06-19,Online
278,69,84173,13,9822.76,2023-11-24,Metepec
4179,745,441,3,12749.12,2024-08-16,Online
1884,288,14,6,20589.45,2024-06-13,Guadalajara
715,56304,312,1,2432.47,2023-10-25,CDMX Norte
3228,718,366,3,22096.92,2023-03-06,Monterrey
162,545,252,6,21425.22,2023-09-05,
2989,581,446,4,13851.57,2025-09-03,Monterrey
2497,115,266,15,11856.83,2025-12-24,Monterrey
2215,755,369,6,13971.52,2024-07-27,Guadalajara
1911,866,344,18,13861.96,2024-11-19,Monterrey
4536,692,257,1,10195.89,2025-07-27,Puebla
32,139,83462,4,13708.31,2023-08-06,Toluca Centro
83,470,105,4,5233.71,NO_FECHA,CDMX Norte
3402,63,364,3,4693.09,2024-05-30,Metepec
2177,65,14,3,7691.11,2025-07-28,Toluca Centro
1599,864,157,11,15349.54,2025-10-18,Guadalajara
1357,843,360,5,2199.92,2026-05-03,Online
3439,358,125,16,22182.68,2025-02-20,Metepec
1632,91,234,7,3866.08,2023-12-30,Puebla
4062,715,342,16,16659.98,2023-12-05,CDMX Norte
166,513,280,16,-76.0,2023-07-20,Toluca Centro
1863,153,201,13,24812.61,2023-08-03,Metepec
1901,495,248,20,16878.32,2025-08-02,CDMX Norte
2904,408,202,6,16685.65,2024-07-16,CDMX Norte
2779,443,94,17,19374.68,2024-09-02,Metepec
2755,870,411,18,24446.61,2025-09-13,Puebla
11,228,260,11,9271.31,2025-02-30,Metepec
1519,94,332,15,3227.07,2026-05-23,Guadalajara
4374,27,68,5,4648.76,2023-08-27,Monterrey
3757,863,297,16,8853.97,2023-01-22,Metepec
729,519,1,-7,4326.89,2023-09-04,Guadalajara
4350,196,194,4,10198.54,2025-03-03,Guadalajara
2927,624,66,14,9488.44,2025-05-25,Online
2163,270,424,12,17447.15,2023-10-11,Puebla
209,407,33,15,9129.09,2026-13-01,Metepec
4176,380,431,14,16385.01,2024-02-19,Metepec
2820,49,143,9,131.31,2025-12-16,Guadalajara
1741,153,11,7,21031.51,2025-02-16,Monterrey
2112,896,165,16,12499.22,2025-11-26,CDMX Norte
2224,900,224,12,3273.4,2026-05-03,CDMX Norte
2843,217,139,20,22070.12,2025-11-11,Monterrey
466,422,12,18,-4167.56,2024-08-06,Puebla
65,714,422,16,912.14,2026-13-01,Online
1573,294,383,7,4145.57,2024-07-27,Puebla
140,587,86010,17,8583.79,2023-12-26,Metepec
44,860,81608,4,23477.8,2023-06-06,Metepec
3870,836,170,14,23104.47,2024-12-01,Guadalajara
1796,340,397,17,9027.96,2024-12-15,Monterrey
4235,766,22,8,9123.69,2024-10-04,CDMX Norte
1864,21,44,2,24283.07,2024-12-07,Metepec
71,464,163,16,9495.1,2026-13-01,Online
3102,555,157,14,21261.15,2024-04-15,Toluca Centro
3893,170,39,8,11769.77,2026-05-11,Online
4581,591,108,11,2496.62,2026-04-26,Puebla
1560,243,204,12,2031.88,2024-06-08,Metepec
4450,369,228,19,2255.03,2024-04-11,CDMX Norte
29,541,95,3,18392.45,NO_FECHA,Toluca Centro
447,420,254,-10,7622.75,2023-04-16,Online
1436,748,110,20,19851.7,2023-07-19,Guadalajara
3552,311,154,12,15182.04,2025-12-13,Online
3241,135,170,19,14919.98,2025-08-09,Monterrey
3750,566,206,3,2525.96,2023-04-02,Metepec
4177,223,115,14,17304.65,2023-01-08,Puebla
4219,772,184,3,10855.77,2024-12-29,Puebla
60,870,371,17,5809.72,2025-05-23,
1520,178,236,19,10997.15,2023-03-06,Puebla
1807,57,357,18,21690.88,2024-09-18,Toluca Centro
3418,286,112,16,12430.54,2025-10-27,Online
3233,690,358,2,17235.62,2023-05-01,Guadalajara
4072,227,375,16,895.45,2026-04-24,Puebla
1443,897,105,15,8344.22,2025-09-29,Monterrey
4721,472,256,18,23571.73,2024-04-22,Monterrey
3557,736,38,12,6438.3,2025-05-26,Online
3637,340,391,7,7537.24,2023-02-16,Toluca Centro
908,395,81306,20,523.75,2025-01-14,Online
1991,378,277,20,10484.23,2025-07-12,Toluca Centro
2721,585,230,4,12870.09,2024-11-26,Monterrey
83,470,105,4,5233.71,NO_FECHA,CDMX Norte
2459,91,45,8,15291.6,2024-10-30,Metepec
428,574,85344,5,12680.93,2024-12-03,Toluca Centro
3905,692,159,19,11855.84,2023-09-19,Monterrey
4727,104,384,20,20880.01,2026-01-29,Puebla
1668,185,183,7,17980.14,2023-11-29,Monterrey
3096,442,129,4,11648.93,2024-12-26,Online
2959,564,429,9,6380.51,2025-11-26,Guadalajara
2685,127,285,2,8064.13,2024-05-23,Toluca Centro
1688,292,177,2,2890.45,2023-06-24,CDMX Norte
616,426,66,13,-1092.16,2023-01-05,Puebla
1767,694,120,1,16741.83,2025-09-15,Guadalajara
2764,264,419,19,19366.42,2024-05-22,Online
1684,112,93,4,18577.7,2026-05-17,Online
1912,207,256,11,24395.76,2025-03-15,Toluca Centro
1168,281,43,17,261.79,2024-12-23,Metepec
349,56229,306,14,1430.77,2026-05-15,Guadalajara
1846,10,26,6,22483.77,2026-04-08,Guadalajara
239,775,407,10,19123.77,2025-02-30,Guadalajara
22,5,18,20,-1168.99,2026-02-24,Metepec
1896,735,256,3,8487.01,2024-06-07,Metepec
3812,738,297,18,16346.24,2024-08-15,CDMX Norte
967,50422,211,13,9776.98,2024-02-27,Guadalajara
4592,604,16,6,16622.68,2024-03-03,CDMX Norte
3319,502,343,12,11492.59,2024-08-13,Guadalajara
3906,849,277,11,12942.04,2023-04-10,Online
788,358,82652,4,19360.76,2023-10-12,Monterrey
915,154,165,-2,2322.89,2026-05-17,Puebla
940,818,48,13,-3076.88,2023-06-28,Guadalajara
3024,52,374,7,24250.09,2026-06-02,Puebla
3440,462,410,7,2526.76,2024-06-16,Metepec
17,847,254,11,15524.79,NO_FECHA,Online
1931,447,390,16,23900.78,2023-03-28,Guadalajara
2114,206,401,10,13870.85,2025-07-01,CDMX Norte
1968,483,346,1,10812.44,2026-04-28,CDMX Norte
3831,659,384,2,12357.64,2024-12-05,Puebla
4657,646,185,2,534.83,2023-05-11,Monterrey
3195,776,404,16,24601.14,2024-06-12,Monterrey
2354,272,221,5,1460.66,2024-01-09,Puebla
1893,91,282,17,1197.79,2026-03-04,Toluca Centro
732,758,293,13,17714.69,2025-07-11,
1964,764,157,12,1792.99,2023-06-28,Metepec
2001,341,338,14,14641.81,2024-08-05,Monterrey
1726,561,120,10,13195.5,2024-07-28,Online
1795,13,199,8,14137.12,2023-12-15,Toluca Centro
197,732,392,8,3504.47,2026-13-01,Monterrey
876,804,288,4,4555.53,2026-06-12,
598,84,191,12,-3712.67,2026-02-27,Puebla
2035,662,137,12,13444.5,2025-02-05,Guadalajara
436,814,276,4,-2361.74,2024-08-26,Guadalajara
3914,312,186,8,11330.6,2025-11-13,Metepec
1036,75,127,15,-2074.95,2025-10-28,Online
2525,242,111,1,23621.63,2025-10-09,Puebla
4451,172,37,8,7240.86,2025-04-12,Toluca Centro
3736,83,405,20,20215.63,2025-04-04,Toluca Centro
1763,212,117,8,3680.69,2024-02-17,Guadalajara
610,334,146,7,-3777.7,2025-09-30,Monterrey
4333,740,110,19,22637.14,2024-09-14,Online
705,184,349,-12,2186.8,2023-02-02,Guadalajara
2037,890,363,17,15227.77,2025-06-29,CDMX Norte
2011,396,192,15,11620.12,2024-03-23,Online
416,481,85712,3,10265.89,2023-01-13,Monterrey
3734,870,394,20,19275.64,2023-01-23,Online
3654,830,16,19,5780.07,2023-06-08,Toluca Centro
41,196,112,1,19549.63,2026-13-01,CDMX Norte
3701,854,339,17,10388.38,2025-08-20,Puebla
2674,361,102,6,10852.44,2025-01-07,Guadalajara
601,58326,442,10,10749.1,2026-05-10,Metepec
3091,152,264,2,24352.03,2026-06-14,Monterrey
2271,270,117,16,1012.46,2024-01-13,Online
3039,320,16,1,3824.92,2025-08-07,CDMX Norte
2572,370,67,17,17128.66,2024-12-25,Guadalajara
1626,568,150,19,23446.21,2023-01-27,Monterrey
810,145,305,6,10450.22,2023-04-05,
4698,666,221,5,11636.07,2025-03-26,Metepec
3912,431,217,18,21489.24,2023-10-05,Monterrey
4260,669,415,14,19111.93,2023-01-27,Monterrey
4811,107,210,17,19067.63,2025-03-09,Puebla
2917,778,223,15,11661.89,2024-01-08,Puebla
3523,251,169,16,5721.41,2024-03-04,Toluca Centro
3369,247,36,20,1011.05,2026-05-01,Monterrey
4004,304,350,10,9345.12,2026-06-03,Toluca Centro
2158,390,322,9,14440.79,2023-02-12,Online
2481,426,180,20,14279.94,2024-01-12,Online
3798,815,170,9,14473.38,2025-11-24,Metepec
3391,806,178,18,748.03,2026-03-23,Online
2534,66,182,13,12384.58,2023-01-26,CDMX Norte
3090,144,155,13,9330.24,2023-01-12,Online
3098,304,415,16,18605.48,2026-03-14,Guadalajara
4478,606,385,2,21892.42,2023-10-31,Online
3785,849,379,6,2715.97,2023-06-12,Monterrey
2397,49,245,12,12189.51,2023-01-11,Metepec
3952,528,259,19,15456.41,2024-07-22,Guadalajara
3128,624,349,7,8483.6,2024-06-19,Puebla
530,419,85265,13,23953.69,2023-12-06,Monterrey
4059,686,25,6,122.12,2026-02-19,Toluca Centro
886,412,231,17,-3742.99,2025-11-22,Metepec
2317,472,100,7,5126.5,2026-01-21,Puebla
4226,658,348,13,18917.52,2023-07-14,Online
4606,364,315,2,17856.68,2025-10-24,Guadalajara
8,118,85981,19,10399.3,2024-12-23,Guadalajara
419,72,227,12,22768.52,2025-02-30,Metepec
3747,242,153,7,18064.23,2026-01-12,Puebla
1908,692,398,6,4842.93,2025-03-15,Online
2223,658,1,5,14358.64,2026-04-07,Monterrey
982,322,228,20,-3426.4,2026-01-01,Metepec
683,521,274,19,1372.93,NO_FECHA,Toluca Centro
4142,719,314,1,14158.35,2024-12-14,Online
2226,609,8,16,18862.83,2025-01-28,Toluca Centro
711,732,117,-6,5965.42,2026-04-08,Puebla
3712,26,307,6,2304.07,2025-11-05,Toluca Centro
23,304,50,13,14202.04,2025-02-30,Toluca Centro
46,231,27,18,-3792.91,2024-07-11,Toluca Centro
1710,608,385,19,13902.51,2025-01-03,CDMX Norte
4360,336,77,3,9597.06,2026-04-17,Guadalajara
1073,866,192,10,20840.07,2025-01-18,Metepec
3352,730,204,1,12523.97,2024-02-15,Guadalajara
3638,71,157,11,1399.23,2026-01-07,Metepec
2243,115,92,3,12668.98,2023-06-12,Monterrey
1475,839,348,16,2697.64,2026-03-16,Toluca Centro
842,768,88145,6,8496.42,2025-03-03,Guadalajara
4214,228,154,9,7302.05,2023-08-04,Guadalajara
3480,407,166,20,20275.85,2025-03-17,CDMX Norte
4640,418,113,8,9154.76,2026-01-06,CDMX Norte
